Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2019,Deschutes,OR,Passenger,2,0,2,147,149,1.34
August 31 2019,Douglas,OR,Passenger,1,0,1,48,49,2.04
August 31 2019,Klamath,OR,Passenger,1,0,1,30,31,3.23
August 31 2019,Multnomah,OR,Passenger,5,6,11,714,725,1.52
August 31 2019,Allegheny,PA,Passenger,1,0,1,73,74,1.35
August 31 2019,Bucks,PA,Passenger,1,0,1,23,24,4.17
August 31 2019,Montgomery,PA,Passenger,2,0,2,31,33,6.06
August 31 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
August 31 2019,Newport,RI,Passenger,1,0,1,87,88,1.14
August 31 2019,Richland,SC,Passenger,0,1,1,159,160,0.62
August 31 2019,Spartanburg,SC,Passenger,0,1,1,33,34,2.94
August 31 2019,Putnam,TN,Passenger,0,1,1,2,3,33.33
August 31 2019,Shelby,TN,Passenger,0,1,1,91,92,1.09
August 31 2019,Bell,TX,Passenger,0,1,1,439,440,0.23
August 31 2019,Bexar,TX,Passenger,3,5,8,626,634,1.26
August 31 2019,Dallas,TX,Passenger,1,0,1,201,202,0.50
August 31 2019,El Paso,TX,Passenger,2,0,2,473,475,0.42
August 31 2019,Guadalupe,TX,Passenger,1,0,1,61,62,1.61
August 31 2019,Harris,TX,Passenger,1,1,2,245,247,0.81
August 31 2019,Hidalgo,TX,Passenger,0,1,1,81,82,1.22
August 31 2019,Montgomery,TX,Passenger,1,0,1,56,57,1.75
August 31 2019,Nueces,TX,Passenger,1,1,2,92,94,2.13
August 31 2019,Tarrant,TX,Passenger,2,0,2,186,188,1.06
August 31 2019,Travis,TX,Passenger,2,1,3,189,192,1.56
August 31 2019,Albemarle,VA,Passenger,1,0,1,22,23,4.35
August 31 2019,Alexandria,VA,Passenger,2,0,2,148,150,1.33
August 31 2019,Arlington,VA,Passenger,0,2,2,157,159,1.26
August 31 2019,Fairfax,VA,Passenger,3,2,5,759,764,0.65
August 31 2019,Goochland,VA,Passenger,1,1,2,235,237,0.84
August 31 2019,Loudoun,VA,Passenger,1,0,1,89,90,1.11
August 31 2019,Manassas,VA,Passenger,0,1,1,7,8,12.50
August 31 2019,Norfolk,VA,Passenger,2,1,3,348,351,0.85
August 31 2019,Portsmouth,VA,Passenger,0,1,1,68,69,1.45
August 31 2019,Powhatan,VA,Passenger,1,0,1,0,1,100.00
August 31 2019,Prince William,VA,Passenger,1,3,4,250,254,1.57
August 31 2019,Stafford,VA,Passenger,1,1,2,97,99,2.02
August 31 2019,Virginia Beach,VA,Passenger,1,0,1,683,684,0.15
August 31 2019,Adams,WA,Passenger,5,5,10,12843,12853,0.08
August 31 2019,Adams,WA,Truck,0,0,0,5138,5138,0.00
August 31 2019,Asotin,WA,Truck,0,0,0,6689,6689,0.00
August 31 2019,Asotin,WA,Passenger,12,7,19,12646,12665,0.15
August 31 2019,Benton,WA,Truck,0,0,0,42182,42182,0.00
August 31 2019,Benton,WA,Passenger,280,292,572,134369,134941,0.42
August 31 2019,Chelan,WA,Truck,0,0,0,22371,22371,0.00
August 31 2019,Chelan,WA,Passenger,165,70,235,54464,54699,0.43
August 31 2019,Clallam,WA,Passenger,184,149,333,50742,51075,0.65
August 31 2019,Clallam,WA,Truck,1,0,1,21827,21828,0.00
August 31 2019,Clark,WA,Passenger,1649,962,2611,315598,318209,0.82
August 31 2019,Clark,WA,Truck,0,0,0,80873,80873,0.00
August 31 2019,Columbia,WA,Passenger,2,2,4,2454,2458,0.16
August 31 2019,Columbia,WA,Truck,0,0,0,1532,1532,0.00
August 31 2019,Cowlitz,WA,Passenger,107,108,215,73301,73516,0.29
August 31 2019,Cowlitz,WA,Truck,0,0,0,28910,28910,0.00
August 31 2019,Douglas,WA,Truck,0,0,0,12265,12265,0.00
August 31 2019,Douglas,WA,Passenger,61,36,97,28185,28282,0.34
August 31 2019,Ferry,WA,Passenger,5,2,7,4416,4423,0.16
August 31 2019,Ferry,WA,Truck,0,0,0,3579,3579,0.00
August 31 2019,Franklin,WA,Passenger,51,72,123,60250,60373,0.20
August 31 2019,Franklin,WA,Truck,0,0,0,19495,19495,0.00
August 31 2019,Garfield,WA,Truck,0,0,0,959,959,0.00
August 31 2019,Garfield,WA,Passenger,0,1,1,1308,1309,0.08
August 31 2019,Grant,WA,Truck,0,0,0,26749,26749,0.00
August 31 2019,Grant,WA,Passenger,45,61,106,65187,65293,0.16
August 31 2019,Grays Harbor,WA,Passenger,88,85,173,48129,48302,0.36
August 31 2019,Grays Harbor,WA,Truck,0,0,0,20574,20574,0.00
August 31 2019,Island,WA,Truck,0,0,0,21289,21289,0.00
August 31 2019,Island,WA,Passenger,333,244,577,63513,64090,0.90
August 31 2019,Jefferson,WA,Truck,0,0,0,9678,9678,0.00
August 31 2019,Jefferson,WA,Passenger,205,122,327,25095,25422,1.29
August 31 2019,King,WA,Passenger,20015,7212,27227,1393685,1420912,1.92
August 31 2019,King,WA,Truck,6,1,7,182320,182327,0.00
August 31 2019,Kitsap,WA,Passenger,1115,636,1751,181624,183375,0.95
August 31 2019,Kitsap,WA,Truck,1,0,1,54194,54195,0.00
August 31 2019,Kittitas,WA,Passenger,79,44,123,29751,29874,0.41
August 31 2019,Kittitas,WA,Truck,0,0,0,14522,14522,0.00
August 31 2019,Klickitat,WA,Passenger,37,35,72,15632,15704,0.46
August 31 2019,Klickitat,WA,Truck,0,0,0,8293,8293,0.00
August 31 2019,Lewis,WA,Truck,0,0,0,25991,25991,0.00
August 31 2019,Lewis,WA,Passenger,105,96,201,59365,59566,0.34
August 31 2019,Lincoln,WA,Passenger,2,10,12,7792,7804,0.15
August 31 2019,Lincoln,WA,Truck,0,0,0,4681,4681,0.00
August 31 2019,Mason,WA,Truck,0,0,0,20414,20414,0.00
August 31 2019,Mason,WA,Passenger,130,123,253,47448,47701,0.53
August 31 2019,Okanogan,WA,Passenger,25,26,51,26197,26248,0.19
August 31 2019,Okanogan,WA,Truck,0,0,0,16485,16485,0.00
August 31 2019,Pacific,WA,Passenger,23,29,52,16049,16101,0.32
August 31 2019,Pacific,WA,Truck,0,0,0,7683,7683,0.00
August 31 2019,Pend Oreille,WA,Passenger,5,6,11,9499,9510,0.12
August 31 2019,Pend Oreille,WA,Truck,0,0,0,5719,5719,0.00
August 31 2019,Pierce,WA,Truck,0,0,0,140390,140390,0.00
August 31 2019,Pierce,WA,Passenger,1930,1583,3513,545116,548629,0.64
August 31 2019,San Juan,WA,Passenger,225,73,298,14443,14741,2.02
August 31 2019,San Juan,WA,Truck,0,0,0,5895,5895,0.00
August 31 2019,Skagit,WA,Truck,1,0,1,32563,32564,0.00
August 31 2019,Skagit,WA,Passenger,310,209,519,92334,92853,0.56
August 31 2019,Skamania,WA,Truck,0,0,0,4077,4077,0.00
August 31 2019,Skamania,WA,Passenger,25,18,43,8759,8802,0.49
August 31 2019,Snohomish,WA,Truck,0,0,0,122893,122893,0.00
August 31 2019,Snohomish,WA,Passenger,3646,1643,5289,533284,538573,0.98
August 31 2019,Spokane,WA,Truck,1,0,1,95563,95564,0.00
August 31 2019,Spokane,WA,Passenger,575,437,1012,313253,314265,0.32
August 31 2019,Stevens,WA,Passenger,22,29,51,31711,31762,0.16
August 31 2019,Stevens,WA,Truck,0,0,0,18715,18715,0.00
August 31 2019,Thurston,WA,Truck,0,0,0,55477,55477,0.00
August 31 2019,Thurston,WA,Passenger,928,661,1589,198503,200092,0.79
August 31 2019,Wahkiakum,WA,Truck,0,0,0,1765,1765,0.00
August 31 2019,Wahkiakum,WA,Passenger,2,2,4,3027,3031,0.13
August 31 2019,Walla Walla,WA,Truck,0,0,0,13656,13656,0.00
August 31 2019,Walla Walla,WA,Passenger,56,63,119,36251,36370,0.33
August 31 2019,Whatcom,WA,Truck,2,0,2,43010,43012,0.00
August 31 2019,Whatcom,WA,Passenger,905,450,1355,151271,152626,0.89
August 31 2019,Whitman,WA,Passenger,34,44,78,22732,22810,0.34
August 31 2019,Whitman,WA,Truck,0,0,0,8631,8631,0.00
August 31 2019,Yakima,WA,Truck,0,0,0,59394,59394,0.00
August 31 2019,Yakima,WA,Passenger,112,108,220,165665,165885,0.13
August 31 2019,,,Passenger,2,0,2,311,313,0.64
September 30 2019,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01
September 30 2019,Juneau,AK,Passenger,0,2,2,27,29,6.90
September 30 2019,Montgomery,AL,Passenger,0,1,1,40,41,2.44
September 30 2019,Cochise,AZ,Passenger,0,1,1,113,114,0.88
September 30 2019,Maricopa,AZ,Passenger,7,5,12,1408,1420,0.85
September 30 2019,Pima,AZ,Passenger,2,1,3,364,367,0.82
September 30 2019,Pinal,AZ,Passenger,2,0,2,171,173,1.16
September 30 2019,Alameda,CA,Passenger,4,1,5,285,290,1.72
September 30 2019,Contra Costa,CA,Passenger,2,2,4,399,403,0.99
September 30 2019,Fresno,CA,Passenger,1,0,1,196,197,0.51
September 30 2019,Kern,CA,Passenger,0,1,1,220,221,0.45
September 30 2019,Los Angeles,CA,Passenger,7,7,14,1063,1077,1.30
September 30 2019,Orange,CA,Passenger,6,3,9,507,516,1.74
September 30 2019,Riverside,CA,Passenger,3,1,4,634,638,0.63
September 30 2019,San Diego,CA,Passenger,11,4,15,2794,2809,0.53
September 30 2019,San Francisco,CA,Passenger,2,1,3,100,103,2.91
September 30 2019,San Mateo,CA,Passenger,2,1,3,120,123,2.44
September 30 2019,Santa Clara,CA,Passenger,3,2,5,348,353,1.42
September 30 2019,Santa Cruz,CA,Passenger,1,0,1,36,37,2.70
September 30 2019,Shasta,CA,Passenger,1,0,1,40,41,2.44
September 30 2019,Solano,CA,Passenger,1,0,1,210,211,0.47
September 30 2019,Tuolumne,CA,Passenger,0,1,1,9,10,10.00
September 30 2019,Ventura,CA,Passenger,0,2,2,305,307,0.65
September 30 2019,Boulder,CO,Passenger,0,1,1,43,44,2.27
September 30 2019,Denver,CO,Passenger,1,0,1,127,128,0.78
September 30 2019,El Paso,CO,Passenger,2,1,3,724,727,0.41
September 30 2019,Jefferson,CO,Passenger,0,2,2,62,64,3.12
September 30 2019,Larimer,CO,Passenger,1,0,1,57,58,1.72
September 30 2019,New Haven,CT,Passenger,0,2,2,47,49,4.08
September 30 2019,New London,CT,Passenger,0,2,2,259,261,0.77
September 30 2019,District of Columbia,DC,Passenger,1,3,4,207,211,1.90
September 30 2019,Brevard,FL,Passenger,0,1,1,80,81,1.23
September 30 2019,Broward,FL,Passenger,1,1,2,123,125,1.60
September 30 2019,Clay,FL,Passenger,0,1,1,83,84,1.19
September 30 2019,Duval,FL,Passenger,1,1,2,362,364,0.55
September 30 2019,Lake,FL,Passenger,1,0,1,17,18,5.56
September 30 2019,Osceola,FL,Passenger,1,0,1,38,39,2.56
September 30 2019,Palm Beach,FL,Passenger,0,1,1,75,76,1.32
September 30 2019,Pinellas,FL,Passenger,1,1,2,102,104,1.92
September 30 2019,Polk,FL,Passenger,1,0,1,68,69,1.45
September 30 2019,Santa Rosa,FL,Passenger,1,0,1,93,94,1.06
September 30 2019,Sarasota,FL,Passenger,1,0,1,27,28,3.57
September 30 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
September 30 2019,Volusia,FL,Passenger,0,1,1,36,37,2.70
September 30 2019,DeKalb,GA,Passenger,1,0,1,76,77,1.30
September 30 2019,Fulton,GA,Passenger,0,2,2,99,101,1.98
September 30 2019,Houston,GA,Passenger,1,0,1,55,56,1.79
September 30 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
September 30 2019,Richmond,GA,Passenger,0,1,1,99,100,1.00
September 30 2019,Honolulu,HI,Passenger,4,1,5,484,489,1.02
September 30 2019,Maui,HI,Passenger,1,0,1,38,39,2.56
September 30 2019,Ada,ID,Passenger,0,2,2,289,291,0.69
September 30 2019,Kootenai,ID,Passenger,1,1,2,209,211,0.95
September 30 2019,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
September 30 2019,Cook,IL,Passenger,1,0,1,224,225,0.44
September 30 2019,DuPage,IL,Passenger,3,0,3,57,60,5.00
September 30 2019,Lake,IL,Passenger,1,0,1,173,174,0.57
September 30 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
September 30 2019,Sangamon,IL,Passenger,1,0,1,7,8,12.50
September 30 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
September 30 2019,Vigo,IN,Passenger,1,0,1,5,6,16.67
September 30 2019,Sedgwick,KS,Passenger,1,0,1,97,98,1.02
September 30 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
September 30 2019,Berkshire,MA,Passenger,0,1,1,5,6,16.67
September 30 2019,Franklin,MA,Passenger,0,1,1,1,2,50.00
September 30 2019,Middlesex,MA,Passenger,1,1,2,111,113,1.77
September 30 2019,Norfolk,MA,Passenger,1,0,1,30,31,3.23
September 30 2019,Suffolk,MA,Passenger,0,1,1,41,42,2.38
September 30 2019,Anne Arundel,MD,Passenger,1,2,3,440,443,0.68
September 30 2019,Calvert,MD,Passenger,0,2,2,90,92,2.17
September 30 2019,Charles,MD,Passenger,0,1,1,83,84,1.19
September 30 2019,Frederick,MD,Passenger,2,1,3,83,86,3.49
September 30 2019,Howard,MD,Passenger,0,1,1,75,76,1.32
September 30 2019,Prince George's,MD,Passenger,0,1,1,172,173,0.58
September 30 2019,St. Mary's,MD,Passenger,1,0,1,213,214,0.47
September 30 2019,Penobscot,ME,Passenger,0,1,1,15,16,6.25
September 30 2019,Kent,MI,Passenger,0,1,1,22,23,4.35
September 30 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
September 30 2019,Washtenaw,MI,Passenger,1,0,1,35,36,2.78
September 30 2019,Wayne,MI,Passenger,0,1,1,62,63,1.59
September 30 2019,Dakota,MN,Passenger,0,1,1,33,34,2.94
September 30 2019,Hennepin,MN,Passenger,3,1,4,102,106,3.77
September 30 2019,Ramsey,MN,Passenger,1,0,1,37,38,2.63
September 30 2019,Boone,MO,Passenger,0,1,1,9,10,10.00
September 30 2019,Greene,MO,Passenger,0,1,1,25,26,3.85
September 30 2019,Harrison,MS,Passenger,1,0,1,62,63,1.59
September 30 2019,Cascade,MT,Passenger,0,1,1,59,60,1.67
September 30 2019,Flathead,MT,Passenger,1,0,1,59,60,1.67
September 30 2019,Cumberland,NC,Passenger,0,2,2,502,504,0.40
September 30 2019,Harnett,NC,Passenger,0,1,1,214,215,0.47
September 30 2019,Moore,NC,Passenger,0,1,1,184,185,0.54
September 30 2019,Douglas,NE,Passenger,0,1,1,60,61,1.64
September 30 2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
September 30 2019,Camden,NJ,Passenger,0,1,1,22,23,4.35
September 30 2019,Hudson,NJ,Passenger,1,0,1,165,166,0.60
September 30 2019,Chaves,NM,Passenger,1,0,1,8,9,11.11
September 30 2019,Santa Fe,NM,Passenger,0,1,1,38,39,2.56
September 30 2019,Valencia,NM,Passenger,1,0,1,5,6,16.67
September 30 2019,Carson City,NV,Passenger,1,0,1,10,11,9.09
September 30 2019,Clark,NV,Passenger,4,3,7,669,676,1.04
September 30 2019,Washoe,NV,Passenger,2,0,2,93,95,2.11
September 30 2019,Jefferson,NY,Passenger,0,2,2,228,230,0.87
September 30 2019,Nassau,NY,Passenger,3,0,3,36,39,7.69
September 30 2019,Shelby,OH,Passenger,0,1,1,1,2,50.00
September 30 2019,Oklahoma,OK,Passenger,0,1,1,122,123,0.81
September 30 2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
September 30 2019,Tulsa,OK,Passenger,1,1,2,46,48,4.17
September 30 2019,Clackamas,OR,Passenger,2,1,3,201,204,1.47
September 30 2019,Deschutes,OR,Passenger,3,0,3,146,149,2.01
September 30 2019,Douglas,OR,Passenger,1,0,1,48,49,2.04
September 30 2019,Klamath,OR,Passenger,1,0,1,30,31,3.23
September 30 2019,Multnomah,OR,Passenger,5,6,11,710,721,1.53
September 30 2019,Allegheny,PA,Passenger,1,0,1,72,73,1.37
September 30 2019,Bucks,PA,Passenger,1,0,1,23,24,4.17
September 30 2019,Montgomery,PA,Passenger,2,0,2,30,32,6.25
September 30 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
September 30 2019,Newport,RI,Passenger,1,0,1,84,85,1.18
September 30 2019,Richland,SC,Passenger,0,1,1,155,156,0.64
September 30 2019,Spartanburg,SC,Passenger,0,1,1,34,35,2.86
September 30 2019,Davidson,TN,Passenger,1,0,1,70,71,1.41
September 30 2019,Putnam,TN,Passenger,0,1,1,2,3,33.33
September 30 2019,Shelby,TN,Passenger,0,1,1,93,94,1.06
September 30 2019,Bell,TX,Passenger,0,1,1,436,437,0.23
September 30 2019,Bexar,TX,Passenger,2,5,7,626,633,1.11
September 30 2019,Dallas,TX,Passenger,1,0,1,203,204,0.49
September 30 2019,El Paso,TX,Passenger,2,0,2,464,466,0.43
September 30 2019,Guadalupe,TX,Passenger,1,0,1,61,62,1.61
September 30 2019,Harris,TX,Passenger,1,1,2,241,243,0.82
September 30 2019,Hidalgo,TX,Passenger,0,1,1,79,80,1.25
September 30 2019,Montgomery,TX,Passenger,1,0,1,54,55,1.82
September 30 2019,Nueces,TX,Passenger,1,1,2,92,94,2.13
September 30 2019,Tarrant,TX,Passenger,2,0,2,181,183,1.09
September 30 2019,Travis,TX,Passenger,2,1,3,192,195,1.54
September 30 2019,Albemarle,VA,Passenger,1,0,1,24,25,4.00
September 30 2019,Alexandria,VA,Passenger,2,0,2,148,150,1.33
September 30 2019,Arlington,VA,Passenger,0,2,2,153,155,1.29
September 30 2019,Chesapeake,VA,Passenger,0,1,1,447,448,0.22
September 30 2019,Fairfax,VA,Passenger,3,2,5,752,757,0.66
September 30 2019,Goochland,VA,Passenger,2,1,3,238,241,1.24
September 30 2019,Loudoun,VA,Passenger,1,0,1,89,90,1.11
September 30 2019,Manassas,VA,Passenger,0,1,1,6,7,14.29
September 30 2019,Norfolk,VA,Passenger,2,1,3,345,348,0.86
September 30 2019,Portsmouth,VA,Passenger,0,1,1,68,69,1.45
September 30 2019,Powhatan,VA,Passenger,1,0,1,0,1,100.00
September 30 2019,Prince William,VA,Passenger,1,3,4,241,245,1.63
September 30 2019,Stafford,VA,Passenger,1,1,2,95,97,2.06
September 30 2019,Virginia Beach,VA,Passenger,1,0,1,681,682,0.15
September 30 2019,Adams,WA,Truck,0,0,0,5138,5138,0.00
September 30 2019,Adams,WA,Passenger,5,5,10,12887,12897,0.08
September 30 2019,Asotin,WA,Passenger,12,8,20,12634,12654,0.16
September 30 2019,Asotin,WA,Truck,0,0,0,6687,6687,0.00
September 30 2019,Benton,WA,Truck,0,0,0,42234,42234,0.00
September 30 2019,Benton,WA,Passenger,291,298,589,134643,135232,0.44
September 30 2019,Chelan,WA,Passenger,174,71,245,54521,54766,0.45
September 30 2019,Chelan,WA,Truck,0,0,0,22425,22425,0.00
September 30 2019,Clallam,WA,Truck,1,0,1,21845,21846,0.00
September 30 2019,Clallam,WA,Passenger,185,152,337,50866,51203,0.66
September 30 2019,Clark,WA,Truck,0,0,0,80978,80978,0.00
September 30 2019,Clark,WA,Passenger,1702,985,2687,316145,318832,0.84
September 30 2019,Columbia,WA,Truck,0,0,0,1537,1537,0.00
September 30 2019,Columbia,WA,Passenger,3,2,5,2445,2450,0.20
September 30 2019,Cowlitz,WA,Passenger,106,106,212,73324,73536,0.29
September 30 2019,Cowlitz,WA,Truck,0,0,0,28968,28968,0.00
September 30 2019,Douglas,WA,Passenger,62,37,99,28209,28308,0.35
September 30 2019,Douglas,WA,Truck,0,0,0,12276,12276,0.00
September 30 2019,Ferry,WA,Truck,0,0,0,3583,3583,0.00
September 30 2019,Ferry,WA,Passenger,5,2,7,4425,4432,0.16
September 30 2019,Franklin,WA,Truck,0,0,0,19537,19537,0.00
September 30 2019,Franklin,WA,Passenger,51,73,124,60382,60506,0.20
September 30 2019,Garfield,WA,Passenger,0,1,1,1312,1313,0.08
September 30 2019,Garfield,WA,Truck,0,0,0,970,970,0.00
September 30 2019,Grant,WA,Truck,0,0,0,26799,26799,0.00
September 30 2019,Grant,WA,Passenger,48,63,111,65190,65301,0.17
September 30 2019,Grays Harbor,WA,Passenger,89,89,178,48110,48288,0.37
September 30 2019,Grays Harbor,WA,Truck,0,0,0,20639,20639,0.00
September 30 2019,Island,WA,Passenger,344,249,593,63529,64122,0.92
September 30 2019,Island,WA,Truck,0,0,0,21310,21310,0.00
September 30 2019,Jefferson,WA,Passenger,207,126,333,25145,25478,1.31
September 30 2019,Jefferson,WA,Truck,0,0,0,9686,9686,0.00
September 30 2019,King,WA,Truck,6,1,7,182453,182460,0.00
September 30 2019,King,WA,Passenger,20431,7292,27723,1395476,1423199,1.95
September 30 2019,Kitsap,WA,Truck,1,0,1,54244,54245,0.00
September 30 2019,Kitsap,WA,Passenger,1136,644,1780,181733,183513,0.97
September 30 2019,Kittitas,WA,Truck,0,0,0,14565,14565,0.00
September 30 2019,Kittitas,WA,Passenger,81,44,125,29838,29963,0.42
September 30 2019,Klickitat,WA,Passenger,38,36,74,15631,15705,0.47
September 30 2019,Klickitat,WA,Truck,0,0,0,8299,8299,0.00
September 30 2019,Lewis,WA,Passenger,107,101,208,59365,59573,0.35
September 30 2019,Lewis,WA,Truck,0,0,0,25974,25974,0.00
September 30 2019,Lincoln,WA,Passenger,2,10,12,7813,7825,0.15
September 30 2019,Lincoln,WA,Truck,0,0,0,4688,4688,0.00
September 30 2019,Mason,WA,Passenger,133,125,258,47465,47723,0.54
September 30 2019,Mason,WA,Truck,0,0,0,20443,20443,0.00
September 30 2019,Okanogan,WA,Passenger,24,26,50,26242,26292,0.19
September 30 2019,Okanogan,WA,Truck,0,0,0,16502,16502,0.00
September 30 2019,Pacific,WA,Truck,0,0,0,7678,7678,0.00
September 30 2019,Pacific,WA,Passenger,25,29,54,16081,16135,0.33
September 30 2019,Pend Oreille,WA,Truck,0,0,0,5710,5710,0.00
September 30 2019,Pend Oreille,WA,Passenger,6,6,12,9476,9488,0.13
September 30 2019,Pierce,WA,Passenger,1967,1601,3568,545776,549344,0.65
September 30 2019,Pierce,WA,Truck,0,0,0,140524,140524,0.00
September 30 2019,San Juan,WA,Passenger,229,73,302,14433,14735,2.05
September 30 2019,San Juan,WA,Truck,0,0,0,5920,5920,0.00
September 30 2019,Skagit,WA,Passenger,315,210,525,92545,93070,0.56
September 30 2019,Skagit,WA,Truck,1,0,1,32526,32527,0.00
September 30 2019,Skamania,WA,Passenger,26,18,44,8791,8835,0.50
September 30 2019,Skamania,WA,Truck,0,0,0,4088,4088,0.00
September 30 2019,Snohomish,WA,Passenger,3745,1665,5410,534110,539520,1.00
September 30 2019,Snohomish,WA,Truck,0,0,0,123000,123000,0.00
September 30 2019,Spokane,WA,Passenger,596,443,1039,313667,314706,0.33
September 30 2019,Spokane,WA,Truck,1,0,1,95797,95798,0.00
September 30 2019,Stevens,WA,Passenger,27,28,55,31677,31732,0.17
September 30 2019,Stevens,WA,Truck,0,0,0,18752,18752,0.00
September 30 2019,Thurston,WA,Passenger,954,672,1626,198731,200357,0.81
September 30 2019,Thurston,WA,Truck,0,0,0,55578,55578,0.00
September 30 2019,Wahkiakum,WA,Passenger,2,3,5,3050,3055,0.16
September 30 2019,Wahkiakum,WA,Truck,0,0,0,1760,1760,0.00
September 30 2019,Walla Walla,WA,Passenger,59,63,122,36273,36395,0.34
September 30 2019,Walla Walla,WA,Truck,0,0,0,13691,13691,0.00
September 30 2019,Whatcom,WA,Passenger,925,460,1385,151396,152781,0.91
September 30 2019,Whatcom,WA,Truck,2,0,2,43043,43045,0.00
September 30 2019,Whitman,WA,Passenger,36,45,81,22730,22811,0.36
September 30 2019,Whitman,WA,Truck,0,0,0,8610,8610,0.00
September 30 2019,Yakima,WA,Passenger,112,113,225,165690,165915,0.14
September 30 2019,Yakima,WA,Truck,0,0,0,59402,59402,0.00
September 30 2019,,,Passenger,2,0,2,311,313,0.64
October 31 2019,Fairbanks North Star,AK,Passenger,0,1,1,102,103,0.97
October 31 2019,Juneau,AK,Passenger,0,2,2,27,29,6.90
October 31 2019,Montgomery,AL,Passenger,0,1,1,39,40,2.50
October 31 2019,Cochise,AZ,Passenger,0,1,1,112,113,0.88
October 31 2019,Maricopa,AZ,Passenger,6,6,12,1401,1413,0.85
October 31 2019,Pima,AZ,Passenger,2,1,3,361,364,0.82
October 31 2019,Pinal,AZ,Passenger,1,0,1,170,171,0.58
October 31 2019,Alameda,CA,Passenger,5,1,6,286,292,2.05
October 31 2019,Contra Costa,CA,Passenger,2,2,4,390,394,1.02
October 31 2019,Fresno,CA,Passenger,1,0,1,193,194,0.52
October 31 2019,Kern,CA,Passenger,1,1,2,225,227,0.88
October 31 2019,Los Angeles,CA,Passenger,7,8,15,1049,1064,1.41
October 31 2019,Orange,CA,Passenger,6,3,9,505,514,1.75
October 31 2019,Riverside,CA,Passenger,3,1,4,628,632,0.63
October 31 2019,San Diego,CA,Passenger,11,4,15,2828,2843,0.53
October 31 2019,San Francisco,CA,Passenger,2,1,3,95,98,3.06
October 31 2019,San Mateo,CA,Passenger,1,1,2,121,123,1.63
October 31 2019,Santa Clara,CA,Passenger,5,2,7,354,361,1.94
October 31 2019,Santa Cruz,CA,Passenger,1,0,1,36,37,2.70
October 31 2019,Shasta,CA,Passenger,1,0,1,42,43,2.33
October 31 2019,Solano,CA,Passenger,1,0,1,208,209,0.48
October 31 2019,Tuolumne,CA,Passenger,0,1,1,9,10,10.00
October 31 2019,Ventura,CA,Passenger,0,3,3,305,308,0.97
October 31 2019,Arapahoe,CO,Passenger,1,0,1,142,143,0.70
October 31 2019,Boulder,CO,Passenger,0,1,1,45,46,2.17
October 31 2019,Denver,CO,Passenger,1,0,1,129,130,0.77
October 31 2019,El Paso,CO,Passenger,2,1,3,718,721,0.42
October 31 2019,Jefferson,CO,Passenger,0,2,2,62,64,3.12
October 31 2019,Larimer,CO,Passenger,1,0,1,56,57,1.75
October 31 2019,New Haven,CT,Passenger,0,2,2,48,50,4.00
October 31 2019,New London,CT,Passenger,0,2,2,260,262,0.76
October 31 2019,District of Columbia,DC,Passenger,1,3,4,207,211,1.90
October 31 2019,Brevard,FL,Passenger,0,1,1,83,84,1.19
October 31 2019,Broward,FL,Passenger,1,1,2,119,121,1.65
October 31 2019,Clay,FL,Passenger,0,1,1,84,85,1.18
October 31 2019,Duval,FL,Passenger,1,1,2,362,364,0.55
October 31 2019,Lake,FL,Passenger,1,0,1,17,18,5.56
October 31 2019,Osceola,FL,Passenger,1,0,1,37,38,2.63
October 31 2019,Palm Beach,FL,Passenger,0,1,1,75,76,1.32
October 31 2019,Pinellas,FL,Passenger,1,1,2,98,100,2.00
October 31 2019,Polk,FL,Passenger,1,0,1,68,69,1.45
October 31 2019,Santa Rosa,FL,Passenger,1,0,1,93,94,1.06
October 31 2019,Sarasota,FL,Passenger,2,0,2,27,29,6.90
October 31 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
October 31 2019,Volusia,FL,Passenger,0,1,1,37,38,2.63
October 31 2019,DeKalb,GA,Passenger,1,0,1,77,78,1.28
October 31 2019,Fulton,GA,Passenger,0,2,2,99,101,1.98
October 31 2019,Houston,GA,Passenger,1,0,1,56,57,1.75
October 31 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
October 31 2019,Richmond,GA,Passenger,0,1,1,97,98,1.02
October 31 2019,Honolulu,HI,Passenger,4,1,5,480,485,1.03
October 31 2019,Maui,HI,Passenger,1,0,1,39,40,2.50
October 31 2019,Ada,ID,Passenger,0,2,2,286,288,0.69
October 31 2019,Kootenai,ID,Passenger,1,1,2,209,211,0.95
